entity_id,entity_type,name,region,business_unit,criticality,service_provider_type,trust_level,lifecycle_status,data_classification
SVC-0167,APPLICATION_SERVICE,Application Service 0167,US-WEST,Security,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0168,APPLICATION_SERVICE,Application Service 0168,LATAM,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0169,APPLICATION_SERVICE,Application Service 0169,US-EAST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0170,APPLICATION_SERVICE,Application Service 0170,AP-NORTHEAST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0171,APPLICATION_SERVICE,Application Service 0171,US-WEST,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0172,APPLICATION_SERVICE,Application Service 0172,EU-WEST,Sales,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0173,APPLICATION_SERVICE,Application Service 0173,AP-NORTHEAST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0174,APPLICATION_SERVICE,Application Service 0174,US-WEST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0175,APPLICATION_SERVICE,Application Service 0175,EU-CENTRAL,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0176,APPLICATION_SERVICE,Application Service 0176,US-WEST,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0177,APPLICATION_SERVICE,Application Service 0177,EU-WEST,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0178,APPLICATION_SERVICE,Application Service 0178,AP-SOUTH,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0179,APPLICATION_SERVICE,Application Service 0179,EU-CENTRAL,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0180,APPLICATION_SERVICE,Application Service 0180,EU-CENTRAL,Supply Chain,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0181,APPLICATION_SERVICE,Application Service 0181,AP-NORTHEAST,Supply Chain,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0182,APPLICATION_SERVICE,Application Service 0182,AP-NORTHEAST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0183,APPLICATION_SERVICE,Application Service 0183,US-EAST,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0184,APPLICATION_SERVICE,Application Service 0184,GLOBAL,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0185,APPLICATION_SERVICE,Application Service 0185,EU-CENTRAL,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0186,APPLICATION_SERVICE,Application Service 0186,AP-SOUTH,Support,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0187,APPLICATION_SERVICE,Application Service 0187,EU-CENTRAL,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0188,APPLICATION_SERVICE,Application Service 0188,EU-WEST,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0189,APPLICATION_SERVICE,Application Service 0189,AP-NORTHEAST,Sales,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0190,APPLICATION_SERVICE,Application Service 0190,AP-NORTHEAST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0191,APPLICATION_SERVICE,Application Service 0191,LATAM,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0192,APPLICATION_SERVICE,Application Service 0192,GLOBAL,Security,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0193,APPLICATION_SERVICE,Application Service 0193,EU-CENTRAL,Supply Chain,HIGH,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0194,APPLICATION_SERVICE,Application Service 0194,EU-WEST,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0195,APPLICATION_SERVICE,Application Service 0195,AP-NORTHEAST,Engineering,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0196,APPLICATION_SERVICE,Application Service 0196,LATAM,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0197,APPLICATION_SERVICE,Application Service 0197,EU-WEST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0198,APPLICATION_SERVICE,Application Service 0198,LATAM,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0199,APPLICATION_SERVICE,Application Service 0199,AP-NORTHEAST,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0200,APPLICATION_SERVICE,Application Service 0200,EU-CENTRAL,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0201,APPLICATION_SERVICE,Application Service 0201,US-WEST,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0202,APPLICATION_SERVICE,Application Service 0202,US-EAST,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0203,APPLICATION_SERVICE,Application Service 0203,EU-CENTRAL,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0204,APPLICATION_SERVICE,Application Service 0204,US-WEST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0205,APPLICATION_SERVICE,Application Service 0205,AP-NORTHEAST,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0206,APPLICATION_SERVICE,Application Service 0206,EU-CENTRAL,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0207,APPLICATION_SERVICE,Application Service 0207,AP-SOUTH,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0208,APPLICATION_SERVICE,Application Service 0208,EU-CENTRAL,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0209,APPLICATION_SERVICE,Application Service 0209,LATAM,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0210,APPLICATION_SERVICE,Application Service 0210,GLOBAL,Commerce,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0211,APPLICATION_SERVICE,Application Service 0211,AP-SOUTH,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0212,APPLICATION_SERVICE,Application Service 0212,US-EAST,Manufacturing,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0213,APPLICATION_SERVICE,Application Service 0213,US-EAST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0214,APPLICATION_SERVICE,Application Service 0214,EU-CENTRAL,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0215,APPLICATION_SERVICE,Application Service 0215,EU-WEST,Sales,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0216,APPLICATION_SERVICE,Application Service 0216,GLOBAL,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0217,APPLICATION_SERVICE,Application Service 0217,AP-NORTHEAST,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0218,APPLICATION_SERVICE,Application Service 0218,EU-WEST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0219,APPLICATION_SERVICE,Application Service 0219,EU-CENTRAL,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0220,APPLICATION_SERVICE,Application Service 0220,EU-CENTRAL,Engineering,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0221,APPLICATION_SERVICE,Application Service 0221,US-EAST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0222,APPLICATION_SERVICE,Application Service 0222,AP-SOUTH,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0223,APPLICATION_SERVICE,Application Service 0223,LATAM,Sales,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0224,APPLICATION_SERVICE,Application Service 0224,US-EAST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0225,APPLICATION_SERVICE,Application Service 0225,AP-SOUTH,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0226,APPLICATION_SERVICE,Application Service 0226,EU-WEST,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0227,APPLICATION_SERVICE,Application Service 0227,EU-CENTRAL,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0228,APPLICATION_SERVICE,Application Service 0228,LATAM,Commerce,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0229,APPLICATION_SERVICE,Application Service 0229,LATAM,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0230,APPLICATION_SERVICE,Application Service 0230,EU-CENTRAL,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0231,APPLICATION_SERVICE,Application Service 0231,LATAM,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0232,APPLICATION_SERVICE,Application Service 0232,EU-WEST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0233,APPLICATION_SERVICE,Application Service 0233,LATAM,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0234,APPLICATION_SERVICE,Application Service 0234,US-WEST,Security,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0235,APPLICATION_SERVICE,Application Service 0235,AP-NORTHEAST,Legal,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0236,APPLICATION_SERVICE,Application Service 0236,GLOBAL,Data,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0237,APPLICATION_SERVICE,Application Service 0237,GLOBAL,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0238,APPLICATION_SERVICE,Application Service 0238,US-EAST,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0239,APPLICATION_SERVICE,Application Service 0239,AP-NORTHEAST,Data,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0240,APPLICATION_SERVICE,Application Service 0240,LATAM,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0241,APPLICATION_SERVICE,Application Service 0241,AP-SOUTH,Sales,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0242,APPLICATION_SERVICE,Application Service 0242,AP-NORTHEAST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0243,APPLICATION_SERVICE,Application Service 0243,AP-SOUTH,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0244,APPLICATION_SERVICE,Application Service 0244,EU-CENTRAL,Supply Chain,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0245,APPLICATION_SERVICE,Application Service 0245,US-WEST,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0246,APPLICATION_SERVICE,Application Service 0246,AP-SOUTH,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0247,APPLICATION_SERVICE,Application Service 0247,US-EAST,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0248,APPLICATION_SERVICE,Application Service 0248,US-WEST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0249,APPLICATION_SERVICE,Application Service 0249,EU-WEST,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0250,APPLICATION_SERVICE,Application Service 0250,EU-CENTRAL,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0251,APPLICATION_SERVICE,Application Service 0251,AP-SOUTH,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0252,APPLICATION_SERVICE,Application Service 0252,US-EAST,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0253,APPLICATION_SERVICE,Application Service 0253,AP-SOUTH,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0254,APPLICATION_SERVICE,Application Service 0254,LATAM,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0255,APPLICATION_SERVICE,Application Service 0255,AP-NORTHEAST,Supply Chain,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0256,APPLICATION_SERVICE,Application Service 0256,LATAM,Supply Chain,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0257,APPLICATION_SERVICE,Application Service 0257,EU-CENTRAL,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0258,APPLICATION_SERVICE,Application Service 0258,EU-WEST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0259,APPLICATION_SERVICE,Application Service 0259,GLOBAL,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0260,APPLICATION_SERVICE,Application Service 0260,EU-CENTRAL,HR,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0261,APPLICATION_SERVICE,Application Service 0261,LATAM,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0262,APPLICATION_SERVICE,Application Service 0262,US-WEST,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0263,APPLICATION_SERVICE,Application Service 0263,LATAM,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0264,APPLICATION_SERVICE,Application Service 0264,EU-CENTRAL,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0265,APPLICATION_SERVICE,Application Service 0265,AP-SOUTH,Sales,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0266,APPLICATION_SERVICE,Application Service 0266,US-WEST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0267,APPLICATION_SERVICE,Application Service 0267,GLOBAL,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0268,APPLICATION_SERVICE,Application Service 0268,AP-NORTHEAST,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0269,APPLICATION_SERVICE,Application Service 0269,AP-NORTHEAST,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0270,APPLICATION_SERVICE,Application Service 0270,AP-SOUTH,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0271,APPLICATION_SERVICE,Application Service 0271,US-WEST,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0272,APPLICATION_SERVICE,Application Service 0272,AP-NORTHEAST,Data,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0273,APPLICATION_SERVICE,Application Service 0273,US-WEST,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0274,APPLICATION_SERVICE,Application Service 0274,AP-NORTHEAST,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0275,APPLICATION_SERVICE,Application Service 0275,LATAM,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0276,APPLICATION_SERVICE,Application Service 0276,AP-NORTHEAST,Support,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0277,APPLICATION_SERVICE,Application Service 0277,LATAM,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0278,APPLICATION_SERVICE,Application Service 0278,AP-SOUTH,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0279,APPLICATION_SERVICE,Application Service 0279,US-EAST,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0280,APPLICATION_SERVICE,Application Service 0280,AP-SOUTH,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0281,APPLICATION_SERVICE,Application Service 0281,US-WEST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0282,APPLICATION_SERVICE,Application Service 0282,US-WEST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0283,APPLICATION_SERVICE,Application Service 0283,US-EAST,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0284,APPLICATION_SERVICE,Application Service 0284,GLOBAL,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0285,APPLICATION_SERVICE,Application Service 0285,AP-SOUTH,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0286,APPLICATION_SERVICE,Application Service 0286,EU-CENTRAL,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0287,APPLICATION_SERVICE,Application Service 0287,US-WEST,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0288,APPLICATION_SERVICE,Application Service 0288,US-WEST,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0289,APPLICATION_SERVICE,Application Service 0289,EU-CENTRAL,Supply Chain,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0290,APPLICATION_SERVICE,Application Service 0290,US-WEST,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0291,APPLICATION_SERVICE,Application Service 0291,US-EAST,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0292,APPLICATION_SERVICE,Application Service 0292,AP-NORTHEAST,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0293,APPLICATION_SERVICE,Application Service 0293,US-EAST,Sales,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
SVC-0294,APPLICATION_SERVICE,Application Service 0294,EU-CENTRAL,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0295,APPLICATION_SERVICE,Application Service 0295,US-EAST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0296,APPLICATION_SERVICE,Application Service 0296,AP-SOUTH,Supply Chain,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0297,APPLICATION_SERVICE,Application Service 0297,LATAM,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0298,APPLICATION_SERVICE,Application Service 0298,AP-NORTHEAST,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0299,APPLICATION_SERVICE,Application Service 0299,AP-SOUTH,Engineering,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
SVC-0300,APPLICATION_SERVICE,Application Service 0300,US-WEST,Corporate,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0001,SOFTWARE_COMPONENT,Software Component 0001,AP-NORTHEAST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0002,SOFTWARE_COMPONENT,Software Component 0002,AP-NORTHEAST,Manufacturing,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0003,SOFTWARE_COMPONENT,Software Component 0003,GLOBAL,Engineering,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0004,SOFTWARE_COMPONENT,Software Component 0004,GLOBAL,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0005,SOFTWARE_COMPONENT,Software Component 0005,US-WEST,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0006,SOFTWARE_COMPONENT,Software Component 0006,EU-WEST,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0007,SOFTWARE_COMPONENT,Software Component 0007,LATAM,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0008,SOFTWARE_COMPONENT,Software Component 0008,US-WEST,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0009,SOFTWARE_COMPONENT,Software Component 0009,AP-NORTHEAST,Support,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0010,SOFTWARE_COMPONENT,Software Component 0010,AP-SOUTH,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0011,SOFTWARE_COMPONENT,Software Component 0011,EU-WEST,Sales,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0012,SOFTWARE_COMPONENT,Software Component 0012,EU-WEST,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0013,SOFTWARE_COMPONENT,Software Component 0013,AP-SOUTH,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0014,SOFTWARE_COMPONENT,Software Component 0014,AP-SOUTH,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0015,SOFTWARE_COMPONENT,Software Component 0015,EU-CENTRAL,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0016,SOFTWARE_COMPONENT,Software Component 0016,GLOBAL,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0017,SOFTWARE_COMPONENT,Software Component 0017,AP-NORTHEAST,Security,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0018,SOFTWARE_COMPONENT,Software Component 0018,US-WEST,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0019,SOFTWARE_COMPONENT,Software Component 0019,EU-CENTRAL,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0020,SOFTWARE_COMPONENT,Software Component 0020,AP-NORTHEAST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0021,SOFTWARE_COMPONENT,Software Component 0021,EU-WEST,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0022,SOFTWARE_COMPONENT,Software Component 0022,LATAM,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0023,SOFTWARE_COMPONENT,Software Component 0023,EU-WEST,Sales,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0024,SOFTWARE_COMPONENT,Software Component 0024,US-WEST,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0025,SOFTWARE_COMPONENT,Software Component 0025,AP-SOUTH,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0026,SOFTWARE_COMPONENT,Software Component 0026,GLOBAL,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0027,SOFTWARE_COMPONENT,Software Component 0027,EU-CENTRAL,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0028,SOFTWARE_COMPONENT,Software Component 0028,EU-CENTRAL,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0029,SOFTWARE_COMPONENT,Software Component 0029,AP-SOUTH,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0030,SOFTWARE_COMPONENT,Software Component 0030,LATAM,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0031,SOFTWARE_COMPONENT,Software Component 0031,EU-CENTRAL,Manufacturing,HIGH,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0032,SOFTWARE_COMPONENT,Software Component 0032,US-WEST,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0033,SOFTWARE_COMPONENT,Software Component 0033,US-EAST,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0034,SOFTWARE_COMPONENT,Software Component 0034,US-WEST,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0035,SOFTWARE_COMPONENT,Software Component 0035,GLOBAL,Supply Chain,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0036,SOFTWARE_COMPONENT,Software Component 0036,GLOBAL,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0037,SOFTWARE_COMPONENT,Software Component 0037,US-WEST,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0038,SOFTWARE_COMPONENT,Software Component 0038,US-EAST,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0039,SOFTWARE_COMPONENT,Software Component 0039,EU-CENTRAL,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0040,SOFTWARE_COMPONENT,Software Component 0040,US-EAST,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0041,SOFTWARE_COMPONENT,Software Component 0041,AP-SOUTH,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0042,SOFTWARE_COMPONENT,Software Component 0042,US-EAST,Support,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
COMP-0043,SOFTWARE_COMPONENT,Software Component 0043,AP-NORTHEAST,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0044,SOFTWARE_COMPONENT,Software Component 0044,US-WEST,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0045,SOFTWARE_COMPONENT,Software Component 0045,LATAM,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0046,SOFTWARE_COMPONENT,Software Component 0046,GLOBAL,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0047,SOFTWARE_COMPONENT,Software Component 0047,US-EAST,Sales,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
COMP-0048,SOFTWARE_COMPONENT,Software Component 0048,LATAM,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
